1441458688, 31484, 322, 978, 4838175067, 1930618841, 4574365, 1886, 322977617
1441458744, 31837, 293, 545, 4990318501, 1310274852, 646410, 815, 214302400
1441458800, 32766, 328, 1153, 4725477130, 1990233149, 61435581, 2531, 554070218
1441458856, 16210, 243, 429, 5833465465, 1017914934, 369017, 587, 145916489
1441458912, 7949, 200, 335, 6802647277, 703132688, 3596529, 467, 103924663
1441458968, 14632, 224, 365, 6168788491, 856910518, 1132141, 504, 131297187
1441459024, 32733, 218, 518, 6319915786, 1138008261, 5004804, 1162, 219436303
1441459080, 31518, 161, 262, 8009408562, 639965485, 350876, 397, 120544947
1441459136, 32749, 177, 397, 7337069254, 927320153, 4847281, 863, 251430234
1441459192, 32659, 197, 491, 6844022684, 1100353893, 2452821, 1085, 220104940
1441459248, 18750, 132, 214, 9177964913, 521764160, 378677, 316, 83621967
1441459304, 9456, 143, 200, 8725600668, 484065719, 72712, 230, 85700503
1441459360, 32516, 199, 540, 6809051500, 1083398477, 5215380, 1399, 207880014
1441459416, 32762, 212, 624, 6564846584, 1235338757, 20674751, 1613, 174801564
1441459472, 21436, 137, 245, 8891156106, 586685956, 176444, 439, 89202807
1441459528, 31382, 251, 549, 5610286018, 1297103261, 68279, 975, 216959688
1441459584, 31078, 234, 551, 5944950404, 1271624598, 1598520, 1072, 212388650
1441459640, 32536, 228, 411, 6045260369, 981264400, 3444820, 756, 235771684
1441459696, 32747, 201, 748, 6744444250, 1481525197, 5865336, 1749, 286801086
1441459752, 32760, 335, 835, 4763792854, 1964207444, 1029398, 1288, 247165145
1441459808, 13864, 292, 570, 5170037589, 1253454477, 1921014, 777, 150369073
1441459864, 32767, 308, 666, 4953781863, 1563239847, 8847325, 1126, 182659633
1441459920, 18559, 352, 834, 4534925399, 1703598968, 6236607, 1251, 236701793
1441459976, 32766, 394, 1133, 4098668666, 2245757990, 18685696, 2096, 621629346
1441460032, 32746, 256, 740, 5760766429, 1723734804, 3958086, 1307, 310563057
1441460088, 32678, 148, 314, 8466444888, 731852635, 1244718, 732, 212097387
1441460144, 9816, 104, 158, 10674084588, 374202764, 593724, 242, 64707291
